0.0000000000,0.0000000000,0.0000000000
0.0000000000,0.0000000000,0.0000000000
0.0000000000,0.0000000000,0.0000000000
0.0000000000,0.0000000000,0.0000000000
-0.0097153066,0.0193309893,-0.0009593431
-0.0097153066,0.0193309893,-0.0009593431
-0.0097153066,0.0193309893,-0.0009593431
-0.0099551742,0.0302285546,-0.0023982173
-0.0099551742,0.0302285546,-0.0023982173
0.0188025987,0.0400724174,-0.0041289928
0.0188025987,0.0400724174,-0.0041289928
0.0188025987,0.0400724174,-0.0041289928
0.0170227621,0.0499940958,-0.0073021203
0.0170227621,0.0499940958,-0.0073021203
0.0147204417,0.0668967766,-0.0115392786
0.0147204417,0.0668967766,-0.0115392786
0.0147204417,0.0668967766,-0.0115392786
0.0134633653,0.0779785605,-0.0139756172
0.0134633653,0.0779785605,-0.0139756172
0.0120685022,0.0918639981,-0.0169747811
0.0120685022,0.0918639981,-0.0169747811
0.0120685022,0.0918639981,-0.0169747811
0.0114542497,0.0979869986,-0.0185734692
0.0114542497,0.0979869986,-0.0185734692
0.0109508139,0.1011846717,-0.0203941343
0.0109508139,0.1011846717,-0.0203941343
0.0109508139,0.1011846717,-0.0203941343
0.0108184140,0.0988633959,-0.0213366515
0.0108184140,0.0988633959,-0.0213366515
0.0108199271,0.0891691800,-0.0224458120
0.0108199271,0.0891691800,-0.0224458120
0.0108199271,0.0891691800,-0.0224458120
0.0108522442,0.0790986193,-0.0231014842
0.0108522442,0.0790986193,-0.0231014842
0.0108296820,0.0605857013,-0.0240969190
0.0108296820,0.0605857013,-0.0240969190
0.0108296820,0.0605857013,-0.0240969190
0.0106736370,0.0471560845,-0.0248747036
0.0106736370,0.0471560845,-0.0248747036
0.0101987993,0.0280226564,-0.0262333160
0.0101987993,0.0280226564,-0.0262333160
0.0101987993,0.0280226564,-0.0262333160
0.0097019610,0.0171599298,-0.0273091575
0.0097019610,0.0171599298,-0.0273091575
0.0087033780,0.0056980505,-0.0291637247
0.0087033780,0.0056980505,-0.0291637247
0.0087033780,0.0056980505,-0.0291637247
0.0079244250,0.0020023288,-0.0305062743
0.0079244250,0.0020023288,-0.0305062743
0.0066934781,0.0028432301,-0.0325590005
0.0066934781,0.0028432301,-0.0325590005
