0.0000000000,0.0000000000,0.0000000000
0.0000000000,0.0000000000,0.0000000000
0.0000000000,0.0000000000,0.0000000000
0.0000000000,0.0000000000,0.0000000000
7.7109391432,17.2008190501,-3.6748297865
7.7109391432,17.2008190501,-3.6748297865
7.7109391432,17.2008190501,-3.6748297865
-1.4060047451,-13.3952065840,0.5024212758
-1.4060047451,-13.3952065840,0.5024212758
-1.8878265707,0.1378984339,2.0693460288
-1.8878265707,0.1378984339,2.0693460288
-1.8878265707,0.1378984339,2.0693460288
-2.3006456757,0.1365272742,2.5888182373
-2.3006456757,0.1365272742,2.5888182373
-2.5607315405,0.1284699173,3.0548723602
-2.5607315405,0.1284699173,3.0548723602
-2.5607315405,0.1284699173,3.0548723602
-2.4600897754,0.1218815635,3.1264480668
-2.4600897754,0.1218815635,3.1264480668
-1.9424586643,0.1062708087,2.8935458082
-1.9424586643,0.1062708087,2.8935458082
-1.9424586643,0.1062708087,2.8935458082
-1.4123677977,0.0975532790,2.5499216346
-1.4123677977,0.0975532790,2.5499216346
-0.4318222617,0.0881106268,1.8153983484
-0.4318222617,0.0881106268,1.8153983484
-0.4318222617,0.0881106268,1.8153983484
0.2525888353,0.0849150085,1.2476682681
0.2525888353,0.0849150085,1.2476682681
1.2082842314,0.0874323110,0.3748482126
1.2082842314,0.0874323110,0.3748482126
1.2082842314,0.0874323110,0.3748482126
1.7025889761,0.0913440585,-0.1461176363
1.7025889761,0.0913440585,-0.1461176363
2.1565994884,0.1047528626,-0.7637726648
2.1565994884,0.1047528626,-0.7637726648
2.1565994884,0.1047528626,-0.7637726648
2.2406626822,0.1151562303,-1.0339639896
2.2406626822,0.1151562303,-1.0339639896
2.0131280623,0.1284462451,-1.1942221587
2.0131280623,0.1284462451,-1.1942221587
2.0131280623,0.1284462451,-1.1942221587
1.6623457983,0.1375448435,-1.1556042252
1.6623457983,0.1375448435,-1.1556042252
0.8943308576,0.1505037222,-0.9095957826
0.8943308576,0.1505037222,-0.9095957826
0.8943308576,0.1505037222,-0.9095957826
0.2945822748,0.1555545256,-0.6695045615
0.2945822748,0.1555545256,-0.6695045615
-0.6269608742,0.1529003924,-0.2687847719
-0.6269608742,0.1529003924,-0.2687847719
