p_x,p_y,p_z,v_x,v_y,v_z,r11,r12,r13,r21,r22,r23,r31,r32,r33
0.516685,-0.0320037,0.849406,0.187584,0.0214618,0.00266991,0.997644,-0.064518,0.0233209,0.0628558,0.995832,0.0660939,-0.0274879,-0.0644723,0.997541
0.516787,-0.0319595,0.849407,0.187523,0.0218021,0.00139196,0.997638,-0.0645081,0.0236068,0.0628193,0.995814,0.0663879,-0.0277906,-0.0647482,0.997515
0.516888,-0.0319149,0.849406,0.187463,0.0221438,0.000113971,0.997632,-0.0644983,0.0238928,0.0627827,0.995797,0.066682,-0.0280933,-0.0650241,0.997488
0.516989,-0.0318701,0.849405,0.187428,0.022447,-0.00116027,0.997626,-0.0644882,0.0241774,0.0627458,0.99578,0.0669706,-0.0283942,-0.0652945,0.997462
0.517091,-0.0318249,0.849404,0.187394,0.0227518,-0.00243456,0.997619,-0.0644781,0.0244619,0.0627089,0.995763,0.0672591,-0.028695,-0.065565,0.997436
0.517192,-0.03178,0.849402,0.187372,0.0229881,-0.00372602,0.997613,-0.0644676,0.0247429,0.0626718,0.995746,0.0675395,-0.0289918,-0.0658276,0.99741
0.517293,-0.0317342,0.849399,0.187352,0.0232271,-0.00501772,0.997607,-0.0644571,0.025024,0.0626346,0.99573,0.06782,-0.0292886,-0.0660903,0.997384
0.517395,-0.0316882,0.849396,0.187333,0.0234674,-0.00630949,0.9976,-0.0644467,0.025305,0.0625973,0.995713,0.0681005,-0.0295854,-0.066353,0.997357
0.517497,-0.0316419,0.849392,0.187319,0.0236672,-0.00761928,0.997594,-0.0644361,0.0255831,0.06256,0.995696,0.0683759,-0.0298789,-0.0666109,0.997332
0.517598,-0.0315953,0.849387,0.187306,0.0238683,-0.00892911,0.997587,-0.0644255,0.0258611,0.0625226,0.99568,0.0686513,-0.0301723,-0.0668688,0.997305
0.5177,-0.0315491,0.849381,0.187284,0.0239997,-0.0102785,0.997581,-0.0644146,0.0261332,0.0624853,0.995663,0.0689193,-0.0304592,-0.0671196,0.99728
0.517802,-0.031502,0.849375,0.187265,0.0241338,-0.0116282,0.997575,-0.0644037,0.0264053,0.0624479,0.995647,0.0691874,-0.0307463,-0.0673706,0.997254
0.517904,-0.0314547,0.849368,0.187246,0.0242693,-0.0129779,0.997568,-0.064393,0.0266774,0.0624105,0.995631,0.0694556,-0.0310333,-0.0676217,0.997228
0.518006,-0.0314071,0.849361,0.187228,0.0243656,-0.014352,0.997561,-0.0643821,0.026945,0.0623732,0.995615,0.0697191,-0.0313155,-0.0678685,0.997203
0.518108,-0.0313594,0.849353,0.187212,0.0244629,-0.015726,0.997555,-0.0643712,0.0272125,0.0623359,0.995599,0.0699827,-0.0315976,-0.0681153,0.997177
0.51821,-0.0313121,0.849344,0.187196,0.0245009,-0.0171325,0.997549,-0.0643602,0.0274718,0.062299,0.995583,0.0702396,-0.031871,-0.0683559,0.997152
0.518312,-0.0312641,0.849334,0.187182,0.0245411,-0.0185392,0.997542,-0.0643492,0.0277311,0.062262,0.995567,0.0704966,-0.0321446,-0.0685967,0.997126
0.518414,-0.0312159,0.849324,0.18717,0.0245829,-0.0199459,0.997536,-0.0643383,0.0279905,0.0622249,0.995551,0.0707537,-0.0324181,-0.0688376,0.997101
0.518516,-0.0311676,0.849313,0.187172,0.0245887,-0.0213634,0.997529,-0.0643273,0.0282439,0.0621882,0.995535,0.0710066,-0.0326854,-0.0690747,0.997076
0.518618,-0.0311192,0.849301,0.187176,0.0245955,-0.0227808,0.997523,-0.0643164,0.0284973,0.0621515,0.99552,0.0712595,-0.0329527,-0.0693118,0.997051
0.51872,-0.031071,0.849289,0.187214,0.0245519,-0.0241999,0.997516,-0.0643053,0.0287409,0.0621153,0.995504,0.0715065,-0.0332099,-0.0695436,0.997026
0.518823,-0.0310223,0.849276,0.187253,0.0245105,-0.0256191,0.99751,-0.0642942,0.0289845,0.062079,0.995489,0.0717535,-0.0334671,-0.0697755,0.997001
0.518925,-0.0309734,0.849262,0.187294,0.0244705,-0.0270384,0.997504,-0.0642833,0.0292282,0.0620427,0.995473,0.0720006,-0.0337243,-0.0700075,0.996976
0.519028,-0.0309244,0.849247,0.187377,0.0244039,-0.0284415,0.997497,-0.0642722,0.0294651,0.0620067,0.995458,0.072244,-0.0339745,-0.0702362,0.996952
0.519131,-0.0308753,0.849232,0.187462,0.0243388,-0.0298447,0.997491,-0.0642612,0.029702,0.0619707,0.995442,0.0724874,-0.0342248,-0.0704649,0.996927
0.519233,-0.0308265,0.849216,0.187622,0.0242362,-0.0312075,0.997485,-0.0642498,0.0299283,0.0619352,0.995427,0.0727253,-0.034464,-0.0706887,0.996903
0.519336,-0.0307773,0.849199,0.187782,0.0241358,-0.0325704,0.997479,-0.0642385,0.0301546,0.0618997,0.995412,0.0729632,-0.0347033,-0.0709127,0.996879
0.51944,-0.0307279,0.849182,0.187944,0.0240366,-0.0339333,0.997473,-0.0642273,0.030381,0.0618641,0.995397,0.0732012,-0.0349426,-0.0711367,0.996854
0.519543,-0.0306784,0.849163,0.188173,0.02392,-0.0352537,0.997467,-0.0642158,0.0306003,0.0618287,0.995382,0.0734358,-0.0351747,-0.0713578,0.99683
0.519646,-0.0306289,0.849145,0.188403,0.0238042,-0.036574,0.997461,-0.0642044,0.0308196,0.0617933,0.995366,0.0736703,-0.0354067,-0.0715788,0.996806
0.51975,-0.0305798,0.849125,0.188735,0.0236628,-0.0378223,0.997455,-0.0641923,0.0310281,0.0617581,0.995352,0.0738995,-0.0356277,-0.0717952,0.996783
0.519854,-0.0305302,0.849105,0.189068,0.0235237,-0.0390708,0.997449,-0.0641803,0.0312368,0.0617229,0.995337,0.0741289,-0.0358487,-0.0720118,0.996759
0.519958,-0.0304805,0.849085,0.189402,0.0233857,-0.0403193,0.997444,-0.0641683,0.0314454,0.0616876,0.995322,0.0743582,-0.0360698,-0.0722284,0.996736
0.520062,-0.0304308,0.849063,0.189816,0.0232337,-0.0415104,0.997438,-0.0641558,0.0316472,0.0616523,0.995307,0.0745843,-0.0362837,-0.072442,0.996712
0.520167,-0.030381,0.849041,0.190231,0.0230829,-0.0427015,0.997432,-0.0641434,0.031849,0.061617,0.995292,0.0748103,-0.0364977,-0.0726558,0.996689
0.520271,-0.0303317,0.849019,0.190751,0.0229117,-0.0438108,0.997427,-0.06413,0.0320405,0.0615816,0.995278,0.0750312,-0.0367009,-0.072865,0.996666
0.520376,-0.0302819,0.848996,0.191273,0.0227428,-0.0449203,0.997422,-0.0641166,0.032232,0.0615461,0.995263,0.0752522,-0.0369043,-0.0730744,0.996643
0.520482,-0.0302321,0.848972,0.191796,0.0225748,-0.0460298,0.997416,-0.0641033,0.0324236,0.0615105,0.995249,0.0754732,-0.0371076,-0.0732838,0.996621
0.520588,-0.0301823,0.848948,0.19239,0.022396,-0.0470848,0.997411,-0.0640893,0.0326086,0.0614748,0.995235,0.075691,-0.0373042,-0.0734904,0.996598
0.520694,-0.0301325,0.848924,0.192986,0.0222182,-0.0481398,0.997406,-0.0640753,0.0327936,0.061439,0.99522,0.0759088,-0.0375008,-0.0736971,0.996575
0.5208,-0.0300833,0.848899,0.193665,0.0220158,-0.0491299,0.997401,-0.06406,0.0329688,0.0614028,0.995206,0.0761216,-0.0376871,-0.0738994,0.996553
0.520907,-0.0300335,0.848873,0.194345,0.0218156,-0.0501201,0.997396,-0.0640447,0.0331441,0.0613665,0.995192,0.0763345,-0.0378735,-0.0741018,0.996531
0.521014,-0.0299838,0.848847,0.195027,0.0216163,-0.0511104,0.997392,-0.0640295,0.0333193,0.0613302,0.995178,0.0765474,-0.0380599,-0.0743043,0.996509
0.521122,-0.0299342,0.84882,0.195758,0.0214037,-0.052064,0.997387,-0.0640134,0.0334883,0.0612935,0.995164,0.0767573,-0.0382398,-0.0745041,0.996487
0.52123,-0.0298844,0.848793,0.196491,0.0211923,-0.0530177,0.997382,-0.0639973,0.0336572,0.0612568,0.99515,0.0769671,-0.0384197,-0.0747039,0.996465
0.521338,-0.0298352,0.848765,0.197265,0.0209532,-0.0539433,0.997378,-0.0639799,0.0338165,0.0612195,0.995136,0.0771724,-0.0385895,-0.0748998,0.996444
0.521447,-0.0297856,0.848737,0.198041,0.020716,-0.0548689,0.997374,-0.0639625,0.0339759,0.0611822,0.995123,0.0773778,-0.0387594,-0.0750959,0.996423
0.521556,-0.0297361,0.848709,0.198817,0.0204797,-0.0557946,0.997369,-0.0639451,0.0341353,0.0611449,0.995109,0.0775832,-0.0389294,-0.0752919,0.996401
0.521666,-0.0296866,0.84868,0.199612,0.0202263,-0.0567128,0.997365,-0.0639268,0.0342883,0.0611072,0.995096,0.0777858,-0.0390927,-0.0754856,0.99638
0.521776,-0.0296372,0.84865,0.200407,0.0199736,-0.057631,0.997361,-0.0639086,0.0344413,0.0610694,0.995082,0.0779884,-0.039256,-0.0756793,0.996359
0.521886,-0.0295884,0.848621,0.201199,0.019689,-0.0585619,0.997358,-0.0638891,0.0345843,0.0610312,0.995069,0.0781869,-0.039409,-0.0758696,0.996339
0.521997,-0.0295392,0.84859,0.201992,0.0194062,-0.0594928,0.997354,-0.0638695,0.0347274,0.060993,0.995056,0.0783855,-0.0395621,-0.07606,0.996318
0.522108,-0.0294901,0.84856,0.202785,0.0191242,-0.0604237,0.99735,-0.0638501,0.0348704,0.0609548,0.995042,0.0785842,-0.0397151,-0.0762504,0.996297
0.52222,-0.0294411,0.848528,0.20357,0.0188206,-0.0613718,0.997347,-0.0638298,0.0350067,0.0609163,0.995029,0.0787805,-0.0398613,-0.0764389,0.996277
0.522332,-0.0293922,0.848497,0.204356,0.0185178,-0.0623199,0.997343,-0.0638096,0.035143,0.0608779,0.995016,0.0789767,-0.0400074,-0.0766275,0.996257
0.522444,-0.029344,0.848464,0.205108,0.018182,-0.0633076,0.99734,-0.0637884,0.0352686,0.0608393,0.995003,0.0791697,-0.0401424,-0.0768134,0.996237
0.522557,-0.0292953,0.848432,0.205862,0.0178481,-0.0642955,0.997337,-0.0637672,0.0353942,0.0608006,0.99499,0.0793627,-0.0402776,-0.0769994,0.996217
0.522671,-0.0292467,0.848399,0.206616,0.0175152,-0.0652833,0.997334,-0.063746,0.0355198,0.060762,0.994977,0.0795558,-0.0404127,-0.0771854,0.996197
0.522784,-0.0291984,0.848365,0.207344,0.0171611,-0.066301,0.997331,-0.0637243,0.035638,0.0607234,0.994964,0.0797469,-0.0405403,-0.07737,0.996178
0.522898,-0.0291501,0.848331,0.208072,0.0168081,-0.0673187,0.997328,-0.0637026,0.0357562,0.0606848,0.994951,0.0799381,-0.0406679,-0.0775547,0.996158
0.523013,-0.0291023,0.848296,0.208756,0.0164249,-0.0683821,0.997326,-0.0636802,0.0358626,0.0606464,0.994938,0.0801267,-0.0407836,-0.0777375,0.996139
0.523127,-0.0290544,0.848261,0.20944,0.0160432,-0.0694454,0.997323,-0.0636578,0.0359691,0.0606081,0.994925,0.0803154,-0.0408992,-0.0779204,0.99612
0.523242,-0.0290066,0.848225,0.210124,0.0156622,-0.0705088,0.997321,-0.0636354,0.0360756,0.0605697,0.994912,0.080504,-0.0410149,-0.0781033,0.996101
0.523358,-0.028959,0.848189,0.210785,0.0152681,-0.0715962,0.997319,-0.0636127,0.0361739,0.0605316,0.994899,0.0806913,-0.0411224,-0.0782853,0.996083
0.523474,-0.0289115,0.848152,0.211447,0.0148748,-0.0726836,0.997317,-0.0635901,0.0362723,0.0604936,0.994887,0.0808786,-0.0412299,-0.0784673,0.996064
0.52359,-0.0288646,0.848115,0.21207,0.0144617,-0.0738011,0.997315,-0.063567,0.036358,0.0604561,0.994874,0.0810638,-0.0413246,-0.0786481,0.996046
0.523706,-0.0288174,0.848077,0.212694,0.0140503,-0.0749185,0.997313,-0.0635439,0.0364438,0.0604186,0.994861,0.0812492,-0.0414194,-0.078829,0.996027
0.523823,-0.0287704,0.848039,0.213319,0.0136397,-0.0760359,0.997312,-0.0635208,0.0365295,0.0603811,0.994848,0.0814345,-0.0415141,-0.0790099,0.996009
0.52394,-0.0287237,0.848,0.21393,0.0132225,-0.0771593,0.99731,-0.0634976,0.0366067,0.0603441,0.994835,0.0816187,-0.0416002,-0.0791902,0.995991
0.524057,-0.0286772,0.84796,0.214542,0.0128061,-0.0782826,0.997309,-0.0634743,0.0366838,0.0603071,0.994822,0.081803,-0.0416863,-0.0793705,0.995973
0.524175,-0.0286311,0.84792,0.215148,0.0123832,-0.0793974,0.997308,-0.0634508,0.0367479,0.0602709,0.994809,0.0819855,-0.0417592,-0.07955,0.995956
0.524293,-0.028585,0.84788,0.215754,0.0119616,-0.0805121,0.997307,-0.0634273,0.0368119,0.0602347,0.994797,0.0821682,-0.041832,-0.0797296,0.995938
0.524411,-0.0285391,0.847838,0.216359,0.0115406,-0.0816267,0.997306,-0.0634038,0.0368758,0.0601984,0.994784,0.0823508,-0.0419048,-0.0799091,0.995921
0.52453,-0.0284931,0.847797,0.216972,0.0111244,-0.0827218,0.997306,-0.0633801,0.0369311,0.0601628,0.994771,0.0825325,-0.0419689,-0.0800883,0.995904
0.524649,-0.0284475,0.847754,0.217585,0.0107087,-0.0838168,0.997305,-0.0633565,0.0369864,0.060127,0.994758,0.0827142,-0.042033,-0.0802674,0.995887
0.524768,-0.0284023,0.847712,0.218216,0.0102988,-0.0848684,0.997305,-0.0633324,0.0370285,0.0600921,0.994745,0.0828943,-0.0420838,-0.0804458,0.99587
0.524887,-0.028357,0.847668,0.218847,0.00989008,-0.08592,0.997305,-0.0633084,0.0370706,0.0600572,0.994732,0.0830745,-0.0421347,-0.0806242,0.995854
0.525007,-0.0283119,0.847625,0.219478,0.00948198,-0.0869714,0.997305,-0.0632845,0.0371128,0.0600222,0.994719,0.0832546,-0.0421855,-0.0808027,0.995837
0.525127,-0.028267,0.84758,0.220136,0.00908496,-0.0879791,0.997306,-0.0632602,0.0371464,0.0599877,0.994706,0.0834338,-0.0422277,-0.0809806,0.995821
0.525248,-0.0282223,0.847535,0.220794,0.00868854,-0.0889867,0.997306,-0.063236,0.0371799,0.0599532,0.994693,0.0836129,-0.04227,-0.0811586,0.995804
0.525369,-0.028178,0.84749,0.221487,0.00830668,-0.0899265,0.997307,-0.0632112,0.0372009,0.0599193,0.99468,0.0837903,-0.0422994,-0.0813356,0.995789
0.52549,-0.0281336,0.847444,0.22218,0.0079264,-0.0908662,0.997307,-0.0631865,0.0372218,0.0598854,0.994667,0.0839678,-0.0423289,-0.0815126,0.995773
0.525611,-0.0280895,0.847398,0.222873,0.00754643,-0.0918058,0.997308,-0.0631618,0.0372427,0.0598514,0.994654,0.0841452,-0.0423584,-0.0816897,0.995757
0.525733,-0.0280455,0.847352,0.223592,0.0071794,-0.0926963,0.997309,-0.0631366,0.0372555,0.0598178,0.994641,0.0843215,-0.0423796,-0.0818661,0.995742
0.525855,-0.0280016,0.847305,0.22431,0.00681307,-0.0935867,0.99731,-0.0631115,0.0372682,0.0597842,0.994629,0.0844978,-0.0424008,-0.0820425,0.995726
0.525977,-0.0279583,0.847257,0.225067,0.0064626,-0.0944056,0.997312,-0.0630857,0.0372691,0.059751,0.994616,0.0846721,-0.04241,-0.0822176,0.995712
0.5261,-0.0279148,0.847209,0.225824,0.00611359,-0.0952243,0.997314,-0.0630598,0.03727,0.0597177,0.994603,0.0848465,-0.0424192,-0.0823929,0.995697
0.526223,-0.0278716,0.847161,0.22658,0.00576481,-0.0960429,0.997315,-0.063034,0.0372708,0.0596844,0.99459,0.0850208,-0.0424284,-0.0825681,0.995682
0.526347,-0.0278285,0.847112,0.227357,0.00542713,-0.0968182,0.997317,-0.0630077,0.0372641,0.0596514,0.994577,0.0851939,-0.0424298,-0.0827425,0.995667
0.526471,-0.0277855,0.847063,0.228134,0.00509019,-0.0975934,0.997319,-0.0629813,0.0372573,0.0596183,0.994564,0.085367,-0.0424313,-0.0829169,0.995653
0.526595,-0.027743,0.847014,0.22893,0.00476772,-0.0983165,0.997321,-0.0629541,0.0372394,0.0595854,0.994552,0.0855379,-0.0424214,-0.0830899,0.995639
0.52672,-0.0277004,0.846964,0.229726,0.00444656,-0.0990395,0.997324,-0.062927,0.0372214,0.0595525,0.994539,0.0857089,-0.0424116,-0.0832629,0.995625
0.526844,-0.0276579,0.846914,0.230522,0.00412609,-0.0997623,0.997326,-0.0628998,0.0372035,0.0595196,0.994526,0.08588,-0.0424017,-0.083436,0.995611
0.52697,-0.0276156,0.846864,0.23132,0.00381194,-0.100462,0.997329,-0.062872,0.0371783,0.0594868,0.994513,0.0860496,-0.0423845,-0.0836081,0.995597
0.527095,-0.0275734,0.846813,0.232118,0.00349858,-0.101162,0.997332,-0.0628443,0.0371532,0.059454,0.994501,0.0862192,-0.0423672,-0.0837803,0.995583
0.527222,-0.0275318,0.846762,0.232905,0.00318792,-0.101843,0.997335,-0.0628158,0.0371173,0.0594215,0.994488,0.0863868,-0.0423392,-0.083951,0.99557
0.527348,-0.0274901,0.846711,0.233692,0.00287847,-0.102525,0.997338,-0.0627872,0.0370815,0.0593889,0.994475,0.0865544,-0.0423111,-0.0841218,0.995557
0.527474,-0.0274485,0.846659,0.234479,0.00256975,-0.103206,0.997341,-0.0627587,0.0370456,0.0593563,0.994463,0.086722,-0.042283,-0.0842925,0.995544
0.527601,-0.027407,0.846607,0.235247,0.00226249,-0.103888,0.997344,-0.0627297,0.0370027,0.059324,0.99445,0.0868884,-0.0422479,-0.0844625,0.995531
0.527729,-0.0273658,0.846555,0.236016,0.00195551,-0.104569,0.997348,-0.0627006,0.0369599,0.0592916,0.994438,0.0870548,-0.0422127,-0.0846325,0.995518
0.527857,-0.0273248,0.846502,0.236748,0.00164425,-0.105265,0.997352,-0.062671,0.0369066,0.0592596,0.994425,0.0872194,-0.042167,-0.0848013,0.995505
0.527985,-0.0272838,0.846449,0.23748,0.00133407,-0.105962,0.997355,-0.0626414,0.0368533,0.0592276,0.994412,0.087384,-0.0421212,-0.0849702,0.995493
0.528113,-0.0272431,0.846396,0.238212,0.00102423,-0.106658,0.997359,-0.0626117,0.0367999,0.0591956,0.9944,0.0875486,-0.0420754,-0.085139,0.99548
0.528241,-0.0272026,0.846342,0.238911,0.000712027,-0.107373,0.997363,-0.0625818,0.0367396,0.059164,0.994387,0.0877122,-0.0420226,-0.0853073,0.995468
0.52837,-0.0271621,0.846288,0.239611,0.00040052,-0.108088,0.997367,-0.0625518,0.0366793,0.0591324,0.994375,0.0878758,-0.0419698,-0.0854755,0.995456
0.5285,-0.027122,0.846234,0.240257,8.35896e-05,-0.108838,0.997372,-0.0625216,0.0366087,0.0591015,0.994362,0.0880381,-0.0419066,-0.0856431,0.995444
0.528629,-0.0270819,0.846179,0.240901,-0.000232418,-0.109589,0.997376,-0.0624913,0.036538,0.0590705,0.99435,0.0882004,-0.0418433,-0.0858107,0.995432
0.528759,-0.027042,0.846124,0.241545,-0.000547803,-0.110339,0.997381,-0.062461,0.0364672,0.0590396,0.994337,0.0883627,-0.04178,-0.0859783,0.995421
0.528889,-0.0270023,0.846069,0.242156,-0.000865581,-0.111112,0.997386,-0.0624307,0.0363896,0.0590093,0.994325,0.0885243,-0.0417097,-0.0861455,0.995409
0.529019,-0.0269628,0.846013,0.242765,-0.0011826,-0.111886,0.99739,-0.0624003,0.0363119,0.058979,0.994312,0.0886858,-0.0416394,-0.0863128,0.995398
0.52915,-0.0269236,0.845957,0.243321,-0.00150448,-0.112697,0.997396,-0.06237,0.0362239,0.0589496,0.994299,0.0888465,-0.0415587,-0.0864797,0.995386
0.529281,-0.0268845,0.8459,0.243876,-0.00182537,-0.113508,0.997401,-0.0623397,0.0361358,0.0589203,0.994287,0.0890072,-0.041478,-0.0866467,0.995375
0.529412,-0.0268454,0.845843,0.24443,-0.00214561,-0.114319,0.997406,-0.0623093,0.0360477,0.058891,0.994274,0.0891679,-0.0413973,-0.0868137,0.995364
0.529543,-0.0268067,0.845786,0.244952,-0.00246402,-0.11515,0.997411,-0.0622791,0.0359528,0.0588625,0.994261,0.0893282,-0.0413098,-0.0869807,0.995353
0.529674,-0.026768,0.845728,0.245473,-0.00278179,-0.11598,0.997416,-0.0622489,0.0358579,0.058834,0.994249,0.0894885,-0.0412222,-0.0871476,0.995342
0.529806,-0.0267298,0.84567,0.245959,-0.00309387,-0.116828,0.997422,-0.0622189,0.035753,0.0588067,0.994236,0.0896482,-0.0411247,-0.0873146,0.995332
0.529938,-0.0266915,0.845611,0.246443,-0.00340501,-0.117676,0.997428,-0.062189,0.035648,0.0587794,0.994223,0.089808,-0.0410272,-0.0874816,0.995321
0.530069,-0.0266534,0.845552,0.246927,-0.00371556,-0.118523,0.997433,-0.062159,0.035543,0.0587522,0.99421,0.0899677,-0.0409296,-0.0876485,0.99531
0.530201,-0.0266155,0.845493,0.247389,-0.00402058,-0.119376,0.997439,-0.0621293,0.0354316,0.0587258,0.994197,0.0901272,-0.0408255,-0.0878156,0.9953
0.530333,-0.0265777,0.845433,0.24785,-0.00432509,-0.12023,0.997445,-0.0620995,0.0353201,0.0586994,0.994184,0.0902866,-0.0407214,-0.0879826,0.995289
0.530466,-0.0265403,0.845373,0.248295,-0.00461416,-0.121074,0.997451,-0.0620702,0.0351994,0.0586744,0.994171,0.0904457,-0.0406082,-0.0881498,0.995279
0.530598,-0.0265029,0.845312,0.248739,-0.00490238,-0.121919,0.997457,-0.0620409,0.0350786,0.0586494,0.994158,0.0906047,-0.0404949,-0.088317,0.995269
0.530731,-0.0264658,0.845251,0.249183,-0.00519034,-0.122763,0.997463,-0.0620116,0.0349578,0.0586243,0.994145,0.0907638,-0.0403815,-0.0884841,0.995259
0.530863,-0.0264287,0.84519,0.249624,-0.00546252,-0.123591,0.997469,-0.0619825,0.0348311,0.0586002,0.994132,0.0909226,-0.0402624,-0.0886514,0.995249
0.530996,-0.0263919,0.845128,0.250065,-0.00573446,-0.124418,0.997475,-0.0619535,0.0347045,0.0585761,0.994119,0.0910814,-0.0401432,-0.0888186,0.995239
0.531129,-0.0263554,0.845065,0.250509,-0.00598152,-0.125213,0.997482,-0.0619249,0.0345697,0.0585532,0.994106,0.0912396,-0.040016,-0.0889857,0.995229
0.531262,-0.026319,0.845003,0.25095,-0.00622779,-0.126008,0.997488,-0.0618962,0.0344349,0.0585303,0.994093,0.0913979,-0.0398887,-0.0891529,0.995219
0.531395,-0.0262827,0.84494,0.251392,-0.00647342,-0.126802,0.997495,-0.0618675,0.0343001,0.0585074,0.99408,0.0915562,-0.0397613,-0.08932,0.995209
0.531528,-0.0262465,0.844877,0.251838,-0.00670022,-0.12757,0.997501,-0.0618391,0.0341602,0.0584853,0.994066,0.0917141,-0.0396291,-0.0894871,0.995199
0.531662,-0.0262105,0.844813,0.252284,-0.00692661,-0.128337,0.997508,-0.0618107,0.0340204,0.0584633,0.994053,0.091872,-0.0394968,-0.0896541,0.99519
0.531796,-0.0261747,0.844749,0.252738,-0.00712687,-0.129062,0.997515,-0.0617826,0.0338739,0.0584422,0.99404,0.0920291,-0.0393579,-0.0898207,0.99518
0.531929,-0.026139,0.844684,0.25319,-0.00732639,-0.129786,0.997521,-0.0617545,0.0337273,0.0584212,0.994026,0.0921863,-0.0392188,-0.0899874,0.99517
0.532063,-0.0261032,0.844619,0.253641,-0.00752494,-0.130511,0.997528,-0.0617264,0.0335808,0.0584002,0.994013,0.0923435,-0.0390797,-0.0901541,0.995161
0.532197,-0.0260676,0.844554,0.254102,-0.00770121,-0.131203,0.997535,-0.0616985,0.0334302,0.0583799,0.994,0.0925001,-0.0389367,-0.0903204,0.995151
0.532331,-0.0260323,0.844489,0.254562,-0.00787713,-0.131895,0.997542,-0.0616706,0.0332795,0.0583596,0.993986,0.0926567,-0.0387936,-0.0904867,0.995142
0.532465,-0.025997,0.844423,0.255025,-0.00802802,-0.132549,0.997548,-0.0616429,0.0331237,0.0583401,0.993973,0.0928123,-0.0386453,-0.0906523,0.995133
0.532599,-0.0259619,0.844357,0.255487,-0.00817841,-0.133203,0.997555,-0.0616152,0.0329677,0.0583207,0.99396,0.0929679,-0.0384968,-0.0908179,0.995123
0.532734,-0.0259268,0.84429,0.255948,-0.00832808,-0.133857,0.997562,-0.0615875,0.0328117,0.0583013,0.993946,0.0931235,-0.0383483,-0.0909835,0.995114
0.532868,-0.0258919,0.844224,0.256407,-0.00845989,-0.134491,0.997569,-0.06156,0.0326526,0.0582824,0.993933,0.0932783,-0.0381967,-0.0911485,0.995104
0.533002,-0.025857,0.844157,0.256865,-0.00859105,-0.135124,0.997576,-0.0615325,0.0324935,0.0582636,0.993919,0.0934332,-0.038045,-0.0913135,0.995095
0.533138,-0.0258223,0.844089,0.25731,-0.00870234,-0.13574,0.997583,-0.0615052,0.0323303,0.0582455,0.993906,0.0935869,-0.0378894,-0.0914776,0.995086
0.533272,-0.0257875,0.844022,0.257753,-0.00881281,-0.136356,0.99759,-0.0614779,0.032167,0.0582274,0.993892,0.0937405,-0.0377335,-0.0916416,0.995077
0.533407,-0.0257529,0.843954,0.258195,-0.00892284,-0.136971,0.997597,-0.0614506,0.0320037,0.0582094,0.993879,0.0938942,-0.0375777,-0.0918056,0.995068
0.533542,-0.0257184,0.843886,0.25862,-0.0090204,-0.137584,0.997604,-0.0614235,0.031838,0.0581919,0.993866,0.094047,-0.0374194,-0.091969,0.995059
0.533677,-0.0256841,0.843817,0.259044,-0.00911738,-0.138196,0.997611,-0.0613964,0.0316722,0.0581744,0.993852,0.0941999,-0.037261,-0.0921323,0.995049
0.533813,-0.0256499,0.843748,0.259432,-0.00920293,-0.138819,0.997618,-0.0613697,0.0315032,0.0581577,0.993839,0.0943515,-0.0370994,-0.0922946,0.99504
0.533948,-0.0256157,0.843679,0.259817,-0.00928769,-0.139441,0.997625,-0.0613429,0.031334,0.0581411,0.993825,0.0945031,-0.0369377,-0.0924568,0.995031
0.534083,-0.0255817,0.84361,0.260201,-0.0093721,-0.140064,0.997632,-0.0613162,0.0311649,0.0581245,0.993812,0.0946546,-0.0367759,-0.092619,0.995022
0.534219,-0.0255476,0.84354,0.260555,-0.00944913,-0.1407,0.997639,-0.0612898,0.0309937,0.0581085,0.993798,0.0948055,-0.0366121,-0.0927806,0.995013
0.534354,-0.0255137,0.84347,0.260908,-0.00952588,-0.141336,0.997646,-0.0612633,0.0308225,0.0580926,0.993785,0.0949563,-0.0364482,-0.0929421,0.995004
0.53449,-0.0254799,0.8434,0.26121,-0.00959762,-0.142002,0.997653,-0.0612376,0.0306485,0.0580776,0.993772,0.095106,-0.0362817,-0.0931028,0.994995
0.534625,-0.0254462,0.843329,0.26151,-0.00966907,-0.142668,0.997659,-0.0612118,0.0304744,0.0580627,0.993758,0.0952557,-0.036115,-0.0932633,0.994986
0.534761,-0.0254125,0.843258,0.261808,-0.00973965,-0.143334,0.997666,-0.061186,0.0303003,0.0580479,0.993745,0.0954054,-0.0359483,-0.0934239,0.994977
0.534896,-0.0253789,0.843187,0.262068,-0.00980368,-0.144025,0.997673,-0.0611607,0.0301244,0.0580338,0.993731,0.0955544,-0.0357797,-0.0935839,0.994968
0.535032,-0.0253454,0.843115,0.262327,-0.00986707,-0.144715,0.99768,-0.0611354,0.0299485,0.0580197,0.993718,0.0957035,-0.0356112,-0.0937439,0.994959
0.535168,-0.025312,0.843043,0.262533,-0.00992643,-0.145441,0.997687,-0.0611111,0.02977,0.058007,0.993704,0.0958517,-0.0354402,-0.0939031,0.99495
0.535303,-0.0252787,0.842971,0.262737,-0.0099853,-0.146167,0.997694,-0.0610867,0.0295915,0.0579943,0.99369,0.0959998,-0.0352691,-0.0940623,0.994941
0.535438,-0.0252455,0.842898,0.26294,-0.0100438,-0.146892,0.9977,-0.0610623,0.0294129,0.0579816,0.993677,0.0961479,-0.0350979,-0.0942214,0.994932
